500 120000
183 408 8662
77 181 4100
190 492 55
266 452 2134
33 311 5852
72 267 8889
312 378 8610
185 236 7810
171 449 2175
247 378 1973
263 497 8290
30 388 35
270 439 6467
90 179 5776
143 175 2973
76 322 687
369 456 6069
115 284 4308
152 274 7229
11 489 9274
87 322 2122
327 339 9245
57 155 818
366 399 772
209 432 8010
119 173 9150
156 345 3326
29 197 8633
216 500 8806
15 22 8196
75 267 6074
114 495 4293
167 379 6865
407 456 2711
100 174 8745
137 188 2606
213 393 1555
86 137 3498
252 353 5390
289 489 6615
56 460 162
296 475 1396
42 227 7634
118 286 7206
155 256 2499
28 50 1000
194 294 313
14 69 9873
113 190 6649
293 434 8802
60 387 3067
353 399 1722
99 127 867
136 499 8737
212 326 8433
251 296 7515
198 369 5288
71 253 1733
237 277 8933
274 289 5705
41 58 9653
117 335 773
133 490 1053
27 123 2557
140 442 5705
13 132 6753
472 474 369
255 497 723
292 333 4864
38 345 1733
278 296 9773
84 239 7935
430 471 8844
197 328 4827
236 482 7963
273 360 9666
40 141 6644
95 425 2915
26 160 5654
335 478 8994
411 486 390
254 266 1218
37 352 5269
224 361 6982
277 465 5559
97 221 3571
23 205 4224
316 441 2004
83 414 9295
376 404 4850
122 376 7807
69 159 9125
415 423 4456
182 470 8969
25 281 3276
64 305 6905
304 352 5357
177 246 8183
126 211 4439
163 423 5493
36 191 7686
239 400 7230
82 173 3110
135 181 8830
262 425 7873
121 305 8366
174 293 6891
68 360 2522
361 482 2572
107 258 1471
144 264 933
206 250 9806
79 360 4520
10 417 1239
319 441 5686
49 141 3811
358 401 7036
395 409 7713
162 356 9454
201 474 307
148 311 7330
21 47 9756
208 490 123
7 12 3731
120 230 2002
67 289 6397
106 473 6192
159 337 2560
346 360 5363
219 234 7895
399 486 9521
129 134 8557
92 148 968
205 403 1519
78 163 7003
244 335 8963
281 451 8752
48 466 9322
124 293 8840
200 237 6745
110 368 1914
147 486 1760
20 88 4112
186 320 8386
6 95 4197
285 396 2654
158 170 8311
105 144 3705
345 417 4546
52 425 5440
128 457 5755
204 348 3355
243 318 2023
280 308 3185
190 283 3192
63 235 2195
483 495 1787
229 255 582
266 331 7920
33 76 4615
342 438 8997
109 345 8352
381 404 7655
425 426 2867
5 174 6232
171 186 7308
247 463 1908
284 379 9720
30 371 4809
76 245 5140
422 457 8921
189 434 4602
228 392 809
265 386 4768
32 371 5305
87 471 3825
18 186 2203
327 452 5309
94 465 2060
246 316 6092
29 346 6423
216 383 2647
269 459 9799
89 247 9391
15 155 9299
308 407 6169
75 388 3889
368 394 3976
114 354 9769
167 492 706
86 260 2207
17 259 4174
56 343 8480
296 326 4432
169 216 8706
118 149 8766
155 413 5169
28 133 3425
231 398 6429
14 464 324
74 327 4590
166 319 9030
60 278 7426
99 232 7936
136 382 2845
445 492 4827
212 457 7591
251 421 8042
288 425 607
198 236 2845
71 374 9306
2 411 6780
311 391 960
41 167 4489
350 443 1216
117 468 1285
154 334 5583
193 492 6055
140 301 473
13 57 7627
112 252 6495
292 496 52
59 455 5127
98 419 9658
151 431 9062
338 370 2627
84 114 531
250 358 3676
197 445 1162
236 341 3598
273 485 2374
116 259 4948
26 55 6954
192 211 1519
102 362 3895
12 70 6939
178 346 9742
254 433 5910
37 405 5293
330 353 5987
224 228 1759
97 106 1997
150 220 5301
277 358 5388
337 443 1073
44 439 8152
196 266 2541
235 292 5629
272 298 7534
182 301 2494
55 209 5195
258 373 2633
25 102 7471
334 408 5129
101 435 7148
373 446 5837
410 424 5191
417 476 9089
163 208 9572
36 290 9476
239 293 9251
22 373 2451
262 292 8493
121 446 9503
174 432 5269
68 211 2694
414 483 7556
181 412 6753
220 438 3774
257 420 7604
24 345 1436
10 212 7558
238 342 117
148 186 4566
21 436 73
208 357 1478
261 485 4126
81 233 2838
7 129 9315
300 397 5399
120 369 3188
67 426 8676
360 416 3864
106 332 6588
159 474 4707
78 302 2301
9 485 1927
318 377 2735
48 333 7064
357 477 4586
124 440 9062
161 162 5778
200 408 3736
110 255 2407
147 371 5215
20 227 5527
440 487 9781
223 420 6685
6 458 11
66 353 9647
105 285 7532
158 273 7331
52 316 822
91 222 2767
128 324 5511
437 454 3673
204 471 9653
243 395 7866
280 447 8245
63 412 435
303 493 2795
123 225 684
33 217 7386
109 462 2106
146 344 7136
19 26 6299
185 262 5180
132 283 8903
5 19 3631
284 462 6974
104 210 7437
51 493 7769
344 353 5346
90 397 8027
143 389 7239
203 230 454
76 104 334
242 320 9801
189 327 74
228 307 3512
265 271 2335
108 281 4756
380 470 7153
18 49 7973
184 185 9565
94 348 5531
131 466 6511
4 108 7394
170 372 3179
246 395 1730
29 431 4446
89 124 8476
142 246 6904
269 320 2708
460 493 230
227 458 4873
264 320 8140
47 191 254
86 403 2016
17 120 9388
326 386 702
93 397 1364
365 424 303
28 280 2334
231 259 2322
268 271 4167
14 351 9322
307 467 444
74 458 1582
113 416 1510
60 169 598
16 335 3630
71 491 4720
364 375 6059
154 469 9563
230 328 6665
140 160 6024
13 430 4640
73 131 8535
112 375 4392
59 336 7997
352 454 2605
98 310 3167
151 288 3430
250 493 5370
70 304 3181
1 479 2516
310 323 3283
40 355 1426
349 487 5537
116 406 6940
192 430 5953
102 225 7211
139 361 134
12 249 7789
215 450 7334
58 267 1882
97 487 8046
150 363 525
83 180 4603
429 480 5672
235 401 3363
272 421 3916
182 184 6499
55 426 9067
115 199 9334
25 243 6718
101 312 8207
138 306 145
177 280 8648
36 469 3011
276 420 5911
96 168 4482
43 499 1134
315 374 407
82 407 2563
135 419 4705
195 204 8836
68 70 9993
234 362 6156
181 353 4810
220 265 5752
257 305 6824
24 36 145
100 375 9718
379 424 8800
125 132 7640
238 477 9341
275 341 3734
21 313 163
261 362 4720
134 232 1012
81 102 9441
180 350 1448
452 475 385
219 496 6754
256 358 8219
39 165 6965
78 437 832
9 146 882
318 484 4937
85 487 7144
394 476 1475
401 488 3653
147 252 8037
20 374 3315
223 297 418
260 293 887
6 321 6061
299 457 8815
66 500 2731
105 394 7884
158 412 5828
52 135 5724
398 431 1481
165 480 2038
8 293 7502
63 257 2353
303 374 3161
160 224 608
146 463 9663
19 167 3667
222 354 8170
132 142 9143
5 408 8499
65 165 2675
104 349 8976
51 374 570
344 492 8790
90 272 8818
143 270 6230
189 220 588
62 346 6845
249 433 6377
302 421 3433
122 161 3311
32 153 2624
341 385 5530
108 396 2859
145 158 7960
184 452 4640
94 203 4664
131 351 8939
4 215 9881
207 488 714
50 277 3418
89 457 4482
142 381 2004
329 346 1201
75 170 7037
188 395 3720
61 115 487
227 375 2458
264 459 4221
47 448 5066
107 221 1570
287 465 487
17 245 9011
93 258 9243
130 268 456
3 38 5412
169 306 2671
28 403 2720
88 190 7392
268 386 7569
35 409 7324
307 348 1934
74 113 7333
383 457 2379
187 306 414
226 276 411
173 379 2613
46 251 746
212 231 4129
16 58 1922
92 333 4438
364 490 2300
2 101 3207
371 446 349
408 436 8011
117 174 4913
230 455 5580
267 331 1841
13 291 4564
112 482 8235
59 237 5109
172 324 3319
211 406 148
31 131 5110
70 431 4868
1 340 9488
310 478 3282
77 449 9645
349 380 9547
386 486 7571
229 262 8063
139 226 610
12 364 7246
215 343 9797
291 447 7157
58 414 3888
367 392 3236
97 380 7648
150 486 8335
44 157 5656
390 433 9394
157 474 6306
55 319 3140
295 364 446
152 198 2471
101 173 95
138 441 2988
11 189 4487
214 388 1598
253 482 3611
57 335 8975
96 291 5373
149 295 2816
43 364 5249
336 498 7706
82 266 3583
135 276 427
234 465 1612
181 246 4704
54 364 4788
241 427 4102
294 447 8612
114 187 2404
24 175 2246
333 411 7357
137 368 2986
176 474 2388
111 218 7930
275 478 2717
42 319 9254
314 440 2469
81 467 9579
321 364 7414
67 128 8842
413 436 7229
180 417 400
53 93 9758
219 333 3593
256 497 5210
39 478 8258
99 307 4864
191 227 2142
85 364 7394
378 486 4026
124 198 1495
161 436 6897
313 369 6433
260 424 8462
80 164 9409
133 166 2376
299 322 3844
27 431 1383
66 75 4157
179 280 341
218 318 3667
271 296 4823
458 481 2493
38 237 6984
204 253 2040
8 80 436
317 442 8446
84 411 6061
356 384 8100
393 410 3398
363 420 4340
400 426 8249
109 184 7044
19 304 5752
455 460 7498
222 489 9546
259 353 6196
95 101 8979
5 269 125
104 456 1377
51 195 5237
397 467 3916
127 340 3149
217 239 6810
164 418 5381
23 377 2569
62 449 5365
249 318 1824
302 304 8265
69 491 5950
221 288 8915
131 200 8931
4 346 1830
207 381 7890
64 229 1581
283 389 8318
50 392 8963
359 406 8282
89 342 4024
142 456 8534
61 264 5091
248 497 6421
340 449 5162
144 220 8101
93 151 129
3 147 4733
206 430 144
245 460 9666
49 337 8941
88 265 273
141 257 6524
35 258 2383
74 228 2118
420 456 8321
187 463 1421
226 427 3349
279 407 6307
46 390 8886
286 401 2519
106 149 8752
16 181 834
325 437 1262
92 448 8360
129 330 3342
168 496 9610
103 192 907
267 452 4119
34 457 5638
306 418 3225
73 437 5505
382 393 9574
186 252 5945
59 102 7148
225 338 6607
172 447 5649
45 71 9165
211 291 2274
31 500 7559
91 265 9398
1 33 8
183 217 2489
77 374 6088
370 448 4252
116 236 2346
153 414 1566
229 395 1267
12 487 4140
305 363 5148
215 232 5326
72 74 5832
291 296 572
171 270 5396
443 485 5678
210 296 8105
157 303 3434
30 199 9078
450 475 5382
196 235 1223
309 404 8985
76 385 6870
348 446 6443
385 428 2894
115 477 8150
392 448 9349
11 310 8901
214 275 9278
253 375 2267
290 483 2704
57 468 7402
96 446 7174
149 428 6904
43 217 2840
209 241 2266
119 402 9468
156 408 1635
195 418 2877
15 343 679
347 367 3046
241 288 404
294 298 6782
100 109 1018
213 330 7995
252 416 8974
199 363 4489
56 139 8108
238 247 1305
42 418 9460
351 444 3606
81 328 9611
134 466 5503
53 290 4818
113 127 6406
293 371 9589
39 339 1024
332 479 4244
99 444 6078
136 178 944
191 404 3720
85 241 4417
431 485 7694
198 432 9920
237 470 2620
41 379 1993
80 287 1250
133 299 5337
27 312 1111
66 222 7890
179 485 1872
218 389 6702
271 445 6935
38 408 2873
278 491 8762
98 239 3606
8 219 7982
84 302 7042
123 256 5761
19 445 6746
95 238 8550
26 483 212
298 396 4853
65 399 1913
374 435 1284
178 230 1835
51 76 127
217 372 6068
127 217 740
164 341 6854
203 313 9636
23 498 4976
83 351 8744
355 450 56
122 443 8686
175 183 8189
69 336 2133
362 490 243
108 250 3388
145 384 7157
221 437 2401
4 461 7997
297 349 8834
64 112 8912
283 286 647
50 63 1919
126 274 8617
163 356 3167
435 459 7745
202 450 3419
22 185 530
61 413 6261
248 380 8405
121 242 5540
301 398 8340
68 431 7475
107 451 8754
384 486 2853
220 226 7510
93 108 719
3 284 7173
206 309 2971
245 337 9115
282 461 468
49 462 9888
88 404 5474
141 438 3744
35 143 8863
7 333 4780
46 269 4022
233 266 693
129 455 9893
205 340 8859
477 495 9134
244 398 1666
48 145 4448
230 233 7275
103 373 2729
34 348 5800
343 458 1355
73 290 234
45 316 9044
232 477 834
285 333 7945
31 377 4061
91 386 8929
128 136 7784
183 338 9291
77 235 3268
370 375 2469
243 255 5815
423 451 8055
33 269 4032
305 480 7771
312 324 6580
185 186 7857
58 168 2039
404 412 6622
210 415 7642
157 164 6216
30 434 5701
90 249 4969
76 308 9824
115 294 8639
152 476 4686
11 419 7176
87 148 572
290 374 2885
57 97 4518
366 469 884
170 192 1400
43 82 943
209 366 9320
119 231 2951
156 275 6491
195 303 8621
15 472 1063
75 325 9547
114 421 150
167 173 3594
354 404 6292
100 144 6661
213 479 8602
252 315 3545
289 295 2740
199 220 7510
118 468 7209
427 465 8873
14 147 829
180 191 4881
53 439 8614
240 354 3991
113 244 1975
60 469 9554
332 338 4515
212 264 705
251 354 5104
198 303 1153
237 331 7775
274 471 5417
41 480 2894
80 394 4148
133 400 2615
27 181 8740
140 492 6646
472 484 1482
255 315 416
292 311 8853
38 279 8121
278 358 5608
151 236 190
84 177 3077
377 425 2495
197 382 7688
236 404 8520
40 183 5167
95 339 4528
26 374 2389
335 480 2946
65 260 5676
217 449 1088
164 216 8918
37 342 9471
224 419 6864
277 423 6946
97 171 3064
23 135 8229
316 499 5968
83 488 5276
122 334 5806
175 312 8888
69 197 1420
415 489 6896
182 492 4973
25 295 5425
297 458 1291
64 459 4885
373 383 5143
304 346 8163
50 178 2092
126 153 5616
163 401 1744
36 97 7122
202 329 903
22 52 220
262 487 6811
82 227 9082
121 383 3763
174 243 4268
68 274 9908
107 316 9675
144 450 9623
3 393 3106
79 178 7026
10 407 9357
282 336 9620
49 123 5431
358 463 2887
125 304 6506
162 314 9331
35 56 6735
201 256 1748
148 377 8816
441 497 5839
21 245 2557
187 213 8426
7 454 6127
120 176 5347
67 363 9924
339 398 6038
106 399 8075
346 446 7118
399 424 9140
92 174 5961
438 454 7244
205 457 7135
78 105 9252
244 273 9222
103 494 2064
34 211 5365
200 215 6469
110 446 2042
147 432 5021
419 439 9761
186 406 2072
6 149 8825
45 433 1681
232 328 377
105 222 946
285 450 1400
52 499 4936
324 376 4565
204 278 2049
77 96 131
243 328 8845
190 321 9751
63 221 1589
266 433 8128
33 410 9393
342 396 508
72 352 3983
381 490 6063
132 474 640
247 257 1255
30 313 626
270 328 8527
143 250 190
76 175 8723
369 435 2472
461 483 868
228 498 6013
32 333 9591
87 297 3445
18 368 3804
57 238 3236
403 470 4023
209 475 138
119 120 9935
156 230 5783
29 144 4926
216 393 4035
89 189 6750
269 385 4004
15 173 7393
308 473 1464
114 344 8218
167 294 9990
86 210 4746
17 313 2723
289 444 3880
56 417 1666
296 368 445
42 156 6994
388 416 9242
118 163 5122
155 471 4387
28 95 382
14 30 1048
113 353 2847
166 245 7924
60 360 2748
353 466 1086
99 210 257
136 424 3927
212 403 585
288 355 9062
71 168 7770
2 465 6073
274 330 7744
41 109 9945
350 481 4968
117 282 8179
154 276 6993
193 314 876
140 359 2857
13 239 2129
433 491 3734
179 251 994
255 428 5832
292 442 2637
112 182 5243
59 401 2955
331 404 3394
338 424 3854
391 438 1632
250 300 5395
197 483 9346
70 115 4674
236 271 5284
273 275 3490
95 452 8556
26 253 9726
192 237 2340
102 416 4972
139 438 2040
178 400 5123
254 383 5222
37 475 8260
330 343 8476
224 318 2891
277 300 8801
44 489 8406
83 117 8105
376 489 5861
196 316 2608
69 74 6774
235 350 3371
182 379 3170
475 495 7767
55 235 5396
258 395 3181
25 428 2773
334 422 9138
64 326 1355
373 452 2641
36 276 6716
239 495 560
276 347 5335
22 323 3490
315 439 936
82 86 4616
262 338 9159
135 224 7987
174 382 336
68 133 2078
361 405 2420
414 425 4293
181 418 9565
453 461 2052
24 355 9990
79 263 4094
10 282 4606
49 240 3597
358 378 9494
395 460 5734
162 433 4254
201 397 9969
21 122 487
208 415 9267
261 427 7471
81 167 1419
300 455 3010
120 315 497
67 468 1429
360 362 7469
159 268 7795
78 244 3962
9 467 2218
281 406 4318
48 391 6881
357 387 8160
124 370 3092
161 248 1467
34 102 4885
200 322 6246
110 197 2416
147 317 3325
20 53 7375
186 285 9982
66 311 7160
105 331 9698
158 223 3079
52 326 9520
345 500 4823
91 232 7351
128 414 399
204 393 1224
243 469 6849
280 329 3720
190 204 2368
63 70 8461
266 292 4079
109 260 5184
146 270 9147
418 491 9139
185 460 3856
132 333 647
5 217 9436
425 477 1449
171 225 5001
247 410 1581
104 156 6921
284 384 1780
51 439 5027
323 442 7577
90 467 4474
203 208 729
242 310 9379
189 285 5
32 472 3116
87 418 8783
380 424 5316
18 231 1144
94 394 3700
131 412 9871
170 442 4986
246 321 7699
29 485 6179
216 276 3242
269 310 208
75 107 2213
188 330 7658
227 436 1852
47 129 3134
213 233 7408
86 361 6322
17 438 3941
326 440 2939
56 300 388
365 478 262
448 470 9999
28 210 1024
268 321 7368
88 125 1767
14 357 5961
307 413 8319
74 432 3605
113 414 7910
166 352 178
60 227 3043
353 367 1322
406 467 8880
173 444 7091
71 285 4503
2 292 6171
311 466 9069
41 218 1292
350 364 9143
387 482 9077
154 411 2794
193 439 548
140 154 6301
13 100 5105
73 201 2761
112 289 4862
59 298 1184
98 268 5506
250 435 9728
70 238 2530
1 405 7367
273 392 6160
40 429 3020
349 445 8640
116 344 572
153 210 3767
26 64 3771
192 376 2912
102 223 3140
139 291 3895
12 51 3725
178 263 3442
254 490 5308
58 337 9288
330 474 675
97 445 902
150 161 9269
44 348 7219
337 494 5724
83 254 1717
196 423 2590
235 459 5228
272 351 5808
182 246 2731
55 124 8853
258 286 9314
25 57 9949
101 494 3921
138 376 2299
410 453 687
177 470 8426
417 423 1055
36 415 3485
239 368 9095
276 494 7283
96 226 9762
43 429 6779
315 320 8519
82 461 7517
195 246 7482
234 272 5689
181 311 1313
220 323 1625
257 463 3831
24 494 190
79 392 6056
372 390 1757
10 129 4888
379 482 9764
238 299 4406
275 287 6331
21 271 4022
314 379 2462
208 266 3633
261 272 1137
120 454 9062
300 314 2186
360 469 7907
180 352 3693
219 394 2002
39 159 4404
205 243 9112
78 323 459
318 466 865
48 306 3871
200 461 8078
147 198 22
440 444 5800
20 184 8276
223 467 7588
260 367 9597
80 99 2344
6 383 904
299 387 2524
66 394 9148
105 432 3982
158 330 2083
52 201 8474
218 241 9080
165 470 1501
8 367 5101
280 468 7652
63 459 8387
303 440 7317
160 186 4829
123 180 8194
33 172 6228
109 121 4875
146 389 7115
19 113 1798
185 345 6530
132 176 384
5 78 2122
65 243 5363
104 263 1300
51 256 1248
143 464 3252
242 429 2170
62 128 2089
265 354 9448
32 83 8821
341 471 3295
108 326 3629
145 212 3416
18 90 3381
94 241 4042
131 265 3140
4 25 3554
170 289 8452
246 476 1190
50 331 143
322 484 3208
89 407 5605
329 384 8390
75 228 1601
188 477 9631
227 289 820
264 309 9546
86 484 130
17 35 6993
93 472 8133
130 322 7968
402 479 5103
155 189 8735
28 421 3552
231 366 6527
268 500 8153
88 200 7684
35 451 2276
307 358 2549
187 268 151
60 118 9396
226 362 1823
173 305 2185
16 500 5011
71 406 1136
364 412 471
2 187 720
168 207 6144
371 456 9163
117 244 1502
13 281 5312
306 357 4155
73 118 6741
112 476 5585
59 167 1604
352 427 3576
405 415 701
172 382 1111
211 480 3384
31 181 6991
197 221 4748
70 357 3031
1 354 3535
40 280 5325
192 499 5629
139 220 9903
215 425 2225
72 137 6712
291 489 8951
58 484 6773
97 330 9444
150 316 9283
44 215 9484
337 347 1662
390 495 788
272 458 3654
55 497 6604
348 381 5326
115 154 4360
295 422 4244
25 134 7752
101 147 9525
138 495 7655
11 119 2728
177 323 8052
57 277 5306
96 381 5203
149 237 8014
43 294 8763
82 320 5095
135 462 8145
234 391 9877
181 188 5180
54 186 9394
241 481 7219
257 324 2147
24 121 9048
333 465 3385
100 300 2479
137 318 867
10 52 1757
176 276 5589
416 483 1410
162 219 8994
238 438 2693
111 172 5788
275 424 582
42 357 1363
314 398 3550
81 393 463
134 157 2377
321 442 6678
67 202 3541
413 458 9088
180 491 7892
53 99 9713
256 267 6076
78 462 9267
9 197 7061
191 213 7056
85 434 9869
378 428 6980
124 152 5256
161 386 8925
401 403 9247
313 319 9054
223 324 7345
80 222 1886
260 466 1128
299 380 211
179 290 4961
52 92 8702
218 324 7220
165 347 865
458 471 9111
38 219 6029
8 410 7788
317 368 6962
63 380 9307
356 458 1970
123 449 5472
363 478 9435
19 250 6419
222 279 516
5 307 3533
298 335 6498
104 498 4787
51 141 4150
127 414 235
164 404 4030
436 465 4201
203 454 7472
23 307 9645
62 271 6209
249 260 4663
122 250 8710
32 238 7567
341 348 1738
184 409 1299
94 124 5893
131 242 8087
4 140 9276
207 391 5022
64 191 797
283 479 6359
89 284 7270
142 278 3356
61 222 6683
248 443 5848
264 416 3999
47 415 7131
340 395 2662
107 128 3430
144 150 8279
17 152 7141
287 396 9369
93 173 6499
130 473 2533
3 93 9217
169 357 9092
49 271 4455
88 339 3378
141 247 155
35 332 9991
328 450 5292
74 170 6650
383 420 2402
420 434 2208
187 409 1839
226 481 79
279 361 2390
46 76 1504
233 459 2435
16 111 8270
92 282 8325
129 256 3986
2 14 7832
168 314 3241
408 457 1221
154 245 3549
230 424 6746
267 446 7444
34 415 5099
306 408 6117
73 483 6617
186 194 5701
225 296 1444
172 497 5846
45 125 7115
211 365 9933
31 62 3871
70 464 8220
77 428 5233
386 435 3740
116 182 2841
153 420 2117
229 369 8525
12 473 1888
58 107 2702
367 487 745
171 312 8653
443 447 5414
44 74 8229
210 350 6240
157 357 3198
30 141 236
309 346 8308
55 330 7995
348 496 431
115 487 5969
11 224 7448
447 492 7617
214 489 129
253 333 4407
290 441 4876
57 418 8651
96 392 852
149 370 5009
43 147 5161
336 423 1725
389 419 8288
119 420 5338
135 323 210
428 463 1094
195 492 3675
15 281 7084
54 305 9288
241 286 8694
294 480 1172
114 228 1465
24 196 6449
137 427 8710
176 399 5871
199 413 4217
111 305 3809
42 488 5310
351 358 9166
81 262 8449
134 264 2495
53 232 2250
473 492 1341
240 417 8950
256 390 3989
39 389 5938
332 401 3234
99 358 8328
136 252 1187
9 114 4568
191 350 4598
85 199 3523
161 287 8344
41 289 3385
313 452 1718
80 329 5438
133 209 7618
27 370 2811
66 148 1341
375 386 2205
179 431 2857
218 459 6636
271 327 4406
165 192 3114
38 86 2594
84 496 6260
393 461 948
123 346 426
160 448 4419
400 479 3644
146 239 1110
19 391 1263
222 386 4148
95 144 9412
259 404 5998
26 425 5374
298 434 4515
65 453 5260
178 220 175
217 258 2311
127 259 941
164 287 7458
203 371 3036
23 452 7322
62 442 148
355 396 3210
122 385 2352
175 249 7167
69 390 7132
362 400 6741
108 172 6221
